,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,User,Text,Date,Hashtags
4467,8677,9287,9955,9955,COVIDNewsByMIB,#IndiaFightsCorona: #IndianRailways today crosses 3 million mark in distribution of free meals. Meals distributed during lockdown due to #COVID19 at approximately 300 locations across the country: https://bit.ly/2WcEtr1 #StayHome #StaySafe,2020-04-30 14:34:43+00:00,#IndiaFightsCorona #IndianRailways #COVID19 #StayHome #StayHome #StaySafe
4482,8707,9323,9997,9997,sandeshnews,"ચીનથી દુનિયા ખફા – લાભ ઉઠાવશે ભારત, PM મોદીએ બનાવી ખાસ રણનીતિ જાણો સમગ્ર માહિતી: https://bit.ly/35hm00y #Corona, #Coroanvirus, #COVID_19, #COVID19, #Lockdown, #CoronavirusInIndia",2020-04-30 14:30:39+00:00,#Corona #Coroanvirus #COVID_19 #COVID19 #Lockdown #CoronavirusInIndia
4531,8803,9434,10123,10123,newsthinkind,"भूखे-प्यासे 9 दिन में 900 km चले मजदूर, सुनाई दर्दभरी दास्तां #coronavirusinindia #Covid_19india #COVID19 #COVID19Updates #covid19impactke #Lockdown21 #covidindia #MigrantsOnTheRoad #MigrantWorkers #MigrantWorkers #Migrant #newsthink #Lockdown ",2020-04-30 14:12:22+00:00,#coronavirusinindia #Covid_19india #COVID19 #COVID19Updates #covid19impactke #Lockdown21 #covidindia #MigrantsOnTheRoad #MigrantWorkers #MigrantWorkers #Migrant #newsthink #Lockdown
4534,8809,9440,10130,10130,COVIDNewsByMIB,"#IndiaFightsCorona: @FCI_India moves 60 Lakh Tonnes food grains during April 2020, more than double the monthly average of 30 LMT: https://bit.ly/2zF6PCx #COVID19 #StayHome #lockdown #StaySafe @AgriGoI @nstomar @icarindia @PIBHomeAffairs",2020-04-30 14:11:11+00:00,#IndiaFightsCorona #COVID19 #StayHome #StayHome #lockdown #StaySafe
4538,8815,9446,10138,10138,sunnewstamil,"ஏழைகளுக்கு உதவிட ரூ .65,000 கோடி தேவை Click > https://youtu.be/HF9u-aLSnag #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus #RahulGandhi #RaghuramRajan #RBI",2020-04-30 14:10:00+00:00,#SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus #RahulGandhi #RaghuramRajan #RBI
4562,8862,9498,10192,10192,gulf_news,#Covid19 Qatif lockdown eased in Saudi Arabia ,2020-04-30 14:01:01+00:00,#Covid19
4575,8888,9524,10220,10220,manoramanews,മേയ് 16 വരെ ഓൺ‍ലൈനില്‍ ബില്‍ അടയ്ക്കുന്നവര്‍ക്ക് ക്യാഷ് ബാക്ക് #KSEB #Online #Lockdown #Covid19 ,2020-04-30 13:57:05+00:00,#KSEB #Online #Lockdown #Covid19
4580,8898,9535,10232,10232,NewsMobileIndia,#COVID19: How the world’s severely affected countries plan to return post #lockdown #CoronavirusPandemic https://bit.ly/35hhkYy,2020-04-30 13:54:59+00:00,#COVID19 #lockdown #CoronavirusPandemic
4587,8911,9549,10249,10249,XHNews,"European economy drops sharply in Q1 http://xhne.ws/48t9C ""Difficult"" post-lockdown days lying ahead for Europeans #COVID19 http://xhne.ws/jci6f",2020-04-30 13:51:55+00:00,#COVID19
4589,8915,9554,10254,10254,hwnewsmarathi,"सोलापुरात कोरोनाने पार केली शंभरी, तब्बल २१ नव्या रुग्णांची नोंद | HW Marathi https://is.gd/94tnFt | #HWnewsmarathi #Solapur #Maharashtra #Coronavirus #Lockdown #CoronaLockdown #COVID19",2020-04-30 13:51:27+00:00,#HWnewsmarathi #Solapur #Maharashtra #Coronavirus #Lockdown #CoronaLockdown #COVID19
4599,8933,9575,10280,10280,newstrackmedia,"पीएम मोदी ने की अहम बैठक, शाह और सीतारमण के साथ इन मुद्दों पर हुई चर्चा... @narendramodi @AmitShah @nsitharaman #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome",2020-04-30 13:48:36+00:00,#Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome #StayHome
4607,8949,9594,10301,10301,newstrackmedia,खून की कमी को दूर करने रक्तदानी बने बेसिक शिक्षा विभाग के ये शिक्षक... #BloodDonation #UttarPradesh #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome,2020-04-30 13:45:53+00:00,#BloodDonation #UttarPradesh #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome #StayHome
4623,8981,9628,10337,10337,sunnewstamil,சென்னையில் தி.மு.க. சார்பில் 400 பேருக்கு நிவாரண உதவிகள் Click > https://youtu.be/oyJ4wvYe4a0 #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus #DayanidhiMaran #DMK #CoronaReliefProducts,2020-04-30 13:40:00+00:00,#SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus #DayanidhiMaran #DMK #CoronaReliefProducts
4624,8983,9630,10340,10340,sunnewstamil,தமிழகத்தில் புதிதாக கொரோனாவால் பாதிக்கப்பட்ட 161 பேரில் 41 பேரின் தொடர்பு விவரம் தெரியவில்லை எனத் தகவல் #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 13:39:25+00:00,#SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
4628,8991,9639,10349,10349,SakalMediaNews,ह्रदयद्रावक! करपलेल्या जखमी पायांनी लांब अंतर कापतोय खरं..पण घरात घेतील ना? #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health,2020-04-30 13:36:53+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health
4644,9022,9673,10386,10386,SakalMediaNews,BREAKING : नाशिक जिल्ह्यात कोरोना पॉझिटिव्हचा आकडा २८१ वर..मालेगावात आणखी ५ #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health,2020-04-30 13:30:45+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health
4645,9024,9676,10390,10390,onmedicanews,"Surgeons are urging @BorisJohnson not to soften the #COVID19 lockdown criteria as they are still experiencing a widespread shortage of #PPE, @RCSnews reported this morning:",2020-04-30 13:30:19+00:00,#COVID19 #PPE
4658,9050,9704,10419,10419,JURISTnews,"New study by @UNFPA projects setbacks in programs to end #DomesticViolence, female genital mutilation, and #ChildMarriage as a result of #COVID19 lockdown. Staff writer Angela Mauroni has the story at: ",2020-04-30 13:27:25+00:00,#DomesticViolence #ChildMarriage #COVID19
4685,9102,9760,10479,10479,SkyNews,"""I'm not sure there'll be much relaxation in the social distancing rules any time soon."" Sainsbury's Chief Executive Mike Coupe tells @IanKingSky he expects social distancing measures to stay in place after the lockdown lifts. Latest #COVID19: https://trib.al/6IYlNts",2020-04-30 13:21:04+00:00,#COVID19
4704,9140,9801,10525,10525,NewsPerpetual,International World News Headlines - 30 April 2020 https://youtu.be/9c6KyohjP9w #SouthAfrica #SouthKorea #NorthKorea #KimYojong #Colombia #Coronavirus #covid19 #EUPoland #Brazil #China #KimJongUn #CaptainTom100 #Turkey #WillReeve #lockdown #pandemic,2020-04-30 13:14:27+00:00,#SouthAfrica #SouthKorea #NorthKorea #KimYojong #Colombia #Coronavirus #covid19 #EUPoland #Brazil #China #KimJongUn #CaptainTom100 #Turkey #WillReeve #lockdown #pandemic
4720,9172,9836,10565,10565,sunnewstamil,"ஊரடங்கு நீட்டிக்கப்படுமா ,நீக்கப்படுமா அல்லது தளர்த்தப்படுமா Click > https://youtu.be/Q_jc8FfTaGs #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus",2020-04-30 13:10:00+00:00,#SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus
4731,9193,9861,10596,10596,corona_scotnews,Nicola Sturgeon urges public to stick with lockdown as figures show increase in transport usage http://dlvr.it/RVldjd #coronavirus #covid19,2020-04-30 13:06:33+00:00,#coronavirus #covid19
4739,9209,9880,10616,10616,sunnewstamil,#BREAKING | தமிழகத்தில் மேலும் 161 பேருக்கு கொரோனா தொற்று சென்னையில் 138 பேருக்கு ஒரே நாளில் பாதிப்பு #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 13:04:38+00:00,#BREAKING #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
4743,9217,9889,10626,10626,sandeshnews,"ભારતમાંથી વિદાય લેવાની તૈયારીમાં કોરોના, આ ત્રણ મોરચે મળી ખુશખબર જાણો સમગ્ર માહિતી: https://bit.ly/2y3UpUD #Corona, #Coroanvirus, #COVID_19, #COVID19, #Lockdown, #CoronavirusInIndia",2020-04-30 13:03:50+00:00,#Corona #Coroanvirus #COVID_19 #COVID19 #Lockdown #CoronavirusInIndia
4749,9228,9902,10641,10641,TheNewsTodayPak,"Labor Rights are cornerstone of #PPP’s politics, Sherry #stayhomesavelives #islamabad #Sindh #coronaviruspakistan #lockdown #covid19pandemic #coronavirusinpakistan #covid_19 #lockdown #stayhomesavelives #COVID19 #coronavirus #pandemic",2020-04-30 13:02:20+00:00,#PPP #stayhomesavelives #islamabad #Sindh #coronaviruspakistan #lockdown #covid19pandemic #coronavirusinpakistan #covid_19 #lockdown #stayhomesavelives #COVID19 #coronavirus #pandemic
4821,9372,10057,10812,10812,News90Degree,#पंजाब: कोरोना संक्रमित मरीजों की संख्या 480 हुई। पिछले 24 घंटों में 105 नए मरीज़ जिनमें ज्यादातर श्री हजूर साहब से आए हुए श्रद्धालु हैं। #CoronavirusOutbreak #Lockdown #COVID19,2020-04-30 12:49:22+00:00,#CoronavirusOutbreak #Lockdown #COVID19
4825,9380,10065,10820,10820,NewstalkFM,Sports like golf and tennis may be among the first to get the green light as the #COVID19 lockdown is eased. https://www.newstalk.com/news/golf-tennis-return-covid-19-1008326?utm_medium=Social&amp;utm_source=Twitter#Echobox=1588250930,2020-04-30 12:48:51+00:00,#COVID19
4840,9409,10099,10860,10860,coopnews,"How are #coops, community businesses and employee-owned firms weathering #Covid19 lockdown - and are UK government support packages enough? Updates from @CooperativesUK, @PlunkettFoundat, @EmployeeOwned https://bit.ly/3d7TS2R",2020-04-30 12:45:17+00:00,#coops #Covid19
4842,9413,10105,10866,10866,WIONews,It''s Elon Musk vs Mark Zuckerberg as the billionaires lock horns with different opinions on the #COVID19 lockdown @Shobhit10Mittal tells you more about the clash of tech titans,2020-04-30 12:45:00+00:00,#COVID19
4860,9447,10142,10907,10907,SakalMediaNews,मोठी ब्रेकिंग! राज्यातील 11 महापालिका कोरोनाच्या हिटलिस्टवर; उद्योग नगरीतील लॉकडाउन उठविण्याचा पेच https://www.esakal.com/paschim-maharashtra-news/solapur/hit-list-11-municipal-corona-state-287118 #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health #SakalSolapur #Solapur,2020-04-30 12:42:30+00:00,#marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health #SakalSolapur #Solapur
4867,9460,10157,10925,10925,otvnews,Shops in market complexes are prohibited to open during #COVID19 #Lockdown; Bhubaneswar Municipal Corporation Commissioner says a market complex is defined by 5 or more shops in a building #OdishaFightsCorona,2020-04-30 12:40:48+00:00,#COVID19 #Lockdown #OdishaFightsCorona
4869,9464,10163,10932,10932,SakalMediaNews,मोठी बातमी! सोलापुरातील अश्विनी हॉस्पिटल बंद https://www.esakal.com/paschim-maharashtra-news/solapur/ashwini-hospital-solapur-closed-287258 #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health #SakalSolapur #Solapur,2020-04-30 12:40:13+00:00,#marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health #SakalSolapur #Solapur
4873,9472,10172,10943,10943,SakalMediaNews,मालेगाव हॉटस्पॉट नियंत्रण मिशन डॉक्‍टरांचे शीघ्र कृतिदल अन्‌ संस्थांत्मक क्वारंटाइनसह पंचसूत्री कार्यक्रम #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health,2020-04-30 12:39:38+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health
4882,9489,10193,10967,10967,publictvnews,ಹಸಿರು ವಲಯದಲ್ಲಿದ್ದ ದಾವಣಗೆರೆ ಕೆಂಪು ವಲಯದತ್ತ ಹೆಜ್ಜೆ..! https://tinyurl.com/y9l8tqbo #Davanagere #Lockdown #CoronaVirus #COVID19,2020-04-30 12:37:37+00:00,#Davanagere #Lockdown #CoronaVirus #COVID19
4885,9495,10200,10974,10974,SakalMediaNews,कोरोना हॉटस्पॉटहून दोघे पिता-पुत्र या गावात दाखल अन् चौकशी केली तेव्हा... #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health,2020-04-30 12:37:05+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health
4888,9501,10206,10980,10980,jayamnews,#BREAKING | தமிழகத்தில் மேலும் 161 பேருக்கு கொரோனா தொற்று பாதிப்பு எண்ணிக்கை 2323 ஆக உயர்வு #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 12:36:47+00:00,#BREAKING #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
4889,9503,10208,10983,10983,News18Odia,ଏହି ୧୪ ଜଣ ଆକ୍ରାନ୍ତଙ୍କର କୋଲକାତା ଲିଙ୍କ୍‌ ରହିଛି । ସେମାନେ ସମସ୍ତେ ଲକ୍ଷଣହୀନ ଥିଲେ । ୧୪ ଜଣଙ୍କ ମଧ୍ୟରୁ ୮ ଜଣ ପୁରୁଷ ଓ ୬ ଜଣ ମହିଳା ଅଛନ୍ତି । ସେମାନଙ୍କ ମଧ୍ୟରେ ୩ ବର୍ଷର ଦୁଇ ଜଣ ଶିଶୁ ଅଛନ୍ତି । @anandstdas #Odisha #Jajpur #Coronavirus #COVID19 #lockdown ପଢ଼ନ୍ତୁ ପୂରା ଖବର:,2020-04-30 12:36:34+00:00,#Odisha #Jajpur #Coronavirus #COVID19 #lockdown
4907,9536,10244,11022,11022,sunnewstamil,#BREAKING | தமிழகத்தில் மேலும் 161 பேருக்கு கொரோனா தொற்று பாதிப்பு எண்ணிக்கை 2323 ஆக உயர்வு #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 12:33:02+00:00,#BREAKING #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
4915,9551,10262,11043,11043,newstrackmedia,"कोरोना वायरस से लोगों को जागरूक करने के लिए बनाई गई पेंटिंग, देखें तस्वीरें... #Lucknow #UttarPradesh #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome",2020-04-30 12:30:57+00:00,#Lucknow #UttarPradesh #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome #StayHome
4928,9574,10286,11068,11068,NewsFirstKan,BMTC-KSRTC ಬಸ್​ಗಳು ರಸ್ತೆಗಿಳಿಯೋದು ಯಾವಾಗ..? https://newsfirstlive.com/2020/04/30/when-bmtc-and-ksrtc-buses-work-start/ #CoronaInBengaluru #lockdown #KSRTC #BMTC #LaxmanSavadi #CORONA #Coronavirus #FightAgainstCoronaVirus #COVID19,2020-04-30 12:28:43+00:00,#CoronaInBengaluru #lockdown #KSRTC #BMTC #LaxmanSavadi #CORONA #Coronavirus #FightAgainstCoronaVirus #COVID19
4949,9614,10327,11112,11112,SakalMediaNews,काय मंडळी! चि.कोरोना अन् चि. सौ. का. मृत्युबाईचे आमंत्रण आलयं! नेमकी काय भानगड? #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health,2020-04-30 12:25:17+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health
4954,9624,10338,11124,11124,otvnews,"Even though considerable relaxations have been made by BMC with regard to #COVID19 lockdown, the traders in #Bhubaneswar seem to be hesitant to pull up their shop shutters for reasons aplenty. Read:",2020-04-30 12:24:32+00:00,#COVID19 #Bhubaneswar
4985,9685,10408,11202,11202,SakalMediaNews,ह्रदयद्रावक! माझ्या भावाला वाचवा हो..सर्व पोहचेपर्यंत बहिणीने तलावात उडी घेतली होती अन् मग... #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health,2020-04-30 12:15:27+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #corona #coronavirus #covid19 #lockdown #health
4987,9689,10412,11206,11206,VirginMediaNews,#CoronavirusIreland: Health officials are not expected to recommend that Ireland’s lockdown can be lifted @NewsChambers has the details #VMNews | #COVID19ireland | #COVID19 ,2020-04-30 12:15:00+00:00,#CoronavirusIreland #VMNews #COVID19ireland #COVID19
5000,9715,10439,11236,11236,sunnewstamil,"""நீலகிரி மாவட்டத்தில் மே மாதம் 4 ம் தேதி முதல் அனைத்து அரசு அலுவலகங்களும் செயல்படும்."" மாவட்ட ஆட்சியர் அறிவிப்பு #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #Nilgris",2020-04-30 12:11:29+00:00,#SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #Nilgris
5008,9730,10457,11255,11255,sunnewstamil,சென்னையில் கொரோனா வீரியம் குறையவில்லை Click > https://youtu.be/CXFA3ZmugGo #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus #Chennai,2020-04-30 12:10:00+00:00,#SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert #IndiaFightsCoronavirus #Chennai
5017,9747,10476,11277,11277,newstrackmedia,काम की बात: इस गुलाब की पंखुड़ियों को सुखाकर बनती है गुलाबजल-अगरबत्ती... #GulabJal #UttarPradesh #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome,2020-04-30 12:08:04+00:00,#GulabJal #UttarPradesh #Lockdown #COVID19 #CoronaVirus #CoronaUpdatesIndia #YouCanBeatCorona #StayHome #StayHome
5047,9806,10539,11345,11345,sunnewstamil,#BREAKING | கொரோனா வைரஸ் நீண்ட காலம் மக்கள் மத்தியில் இருக்கும் மருத்துவக் குழு விளக்கம் #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 12:01:33+00:00,#BREAKING #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
5054,9820,10555,11364,11364,MTVLebanonNews,#WHO Lauds #Lockdown-Ignoring #Sweden as a ‘Model’ for Countries https://bit.ly/3aPn2lF #SocialDistancing #COVID19 ,2020-04-30 12:00:01+00:00,#WHO #Lockdown #Sweden #SocialDistancing #COVID19
5057,9826,10563,11374,11374,sunnewstamil,#BREAKING | ஒட்டு மொத்த ஊரடங்கு தளர்வு என்பது சாத்தியம் இல்லை. மருத்துவக் குழு விளக்கம் #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 11:59:59+00:00,#BREAKING #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
5075,9860,10604,11422,11422,sunnewstamil,#BREAKING | ஊரடங்கை படிப்படியாகத் தான் தளர்த்த முடியும் மருத்துவக் குழு பரிந்துரை #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert,2020-04-30 11:55:07+00:00,#BREAKING #SunNews #corona #Coronavirustamilnadu #coronavirus #CoronaUpdate #Lockdown #COVID19 #CoronaAlert
5076,9862,10606,11424,11424,ANN_Newsable,Youth in #UttarPradesh tests positive for #coronavirus after returning from #Mumbai #COVID19 #lockdown ,2020-04-30 11:54:55+00:00,#UttarPradesh #coronavirus #Mumbai #COVID19 #lockdown
5102,9911,10660,11486,11486,China_Fact,"Chile's #COVID19 cases rise to 99,688, with 1,054 deaths and a lockdown is extended in capital Santiago and the metropolitan area through June 5 ",2020-05-31 23:02:20+00:00,#COVID19
5146,9995,10759,11604,11604,arabnews,#WATCH: Francesco Bongarrà reports in #Rome for Arab News on businesses in Italy resuming operations after almost three-months in lockdown amid the #COVID19 pandemic https://arab.news/mhvr7,2020-05-31 21:50:03+00:00,#WATCH #Rome #COVID19
5156,10015,10780,11625,11625,NewsTalkPD,Big-city Dems who had imposed strict coronavirus lockdowns now let George Floyd rioters flout rules. So Democrat Leaders say it’s OK to ignore their COVID19 lockdown rules if you’re busy burning &amp; looting? #GeorgeFloydProtests #AntifaDomesticTerrorists,2020-05-31 21:38:57+00:00,#GeorgeFloydProtests #AntifaDomesticTerrorists
5185,10069,10838,11689,11689,windowtonews,"Among NE states, only Mizoram extends lockdown till June 30 - Window To News https://www.windowtonews.com/news.php?id=342977&amp;cat_id=16 #Among,#Mizoram,#lockdown,#Covid19",2020-05-31 21:04:27+00:00,#Among #Mizoram #lockdown #Covid19
5320,10331,11134,12023,12023,thecrawlnews,Spain to extend #COVID19 lockdown until June 21 to finish with pandemic once and for all. https://www.instagram.com/p/CA3Nkbdnw5m/?igshid=ggeqwqd8x74g,2020-05-31 18:42:20+00:00,#COVID19
5357,10402,11218,12121,12121,koelnnews,"Die Einnahmen aus dem #Tourismus kann man sich nicht entgehen lassen. Schwierige Abwägung, gut für deutsche Urlauber. #Spanien #Quarantäne #Coronakrise #Coronavirus #Covid19 #Lockdown ",2020-05-31 18:17:59+00:00,#Tourismus #Spanien #Quarant #Coronakrise #Coronavirus #Covid19 #Lockdown
5446,10566,11399,12325,12325,punekarnews,@CMOMaharashtra has taken a decision to cancel final year last semester exams of degree courses. #lockdown #coronavirus #covid19 #examscancelkaro #Exams2020,2020-05-31 17:34:00+00:00,#lockdown #coronavirus #covid19 #examscancelkaro #Exams2020
5483,10636,11480,12412,12412,1stIndiaNews,"#Jodhpur : कोरोना को लेकर राहत की खबर आज 19 मरीजों को किया गया डिस्चार्ज, अब तक 1126 मरीज हुए डिस्चार्ज, अब भी 385 है एक्टिव मरीज, CMHO डॉ.बलवंत मंडा ने दी जानकारी #CoronaVirus #Covid19 #Lockdown",2020-05-31 17:17:28+00:00,#Jodhpur #CoronaVirus #Covid19 #Lockdown
5486,10642,11486,12418,12418,1stIndiaNews,"#Bharatpur : एक साथ 18 संक्रमित मामले आए सामने रूपवास के नगला खार,एलऊ गांव में मिले संक्रमित मरीज, भरतपुर की ब्रज विहार कॉलोनी,नमक कटरा,मुखर्जी नगर, कुम्हेर गेट,सेवर, किशनपुरा,तारा महेंद्र कॉलोनी में पॉजिटिव मरीज... #CoronaVirus #Covid19 #Lockdown ",2020-05-31 17:16:06+00:00,#Bharatpur #CoronaVirus #Covid19 #Lockdown
5490,10650,11494,12426,12426,1stIndiaNews,"#Jaipur : आखिर क्या हो रहा सचिवालय में ? सचिवालय पुस्तकालय भवन 2 दिन तक सील, SSO भवन में 7 दिन तक वर्क फ्रॉम होम व्यवस्था, भवन के दूसरे तल पर तैनात 20 से ज्यादा कार्मिक होम क्वॉरंटीन... #CoronaVirus #Covid19 #Lockdown ",2020-05-31 17:15:02+00:00,#Jaipur #CoronaVirus #Covid19 #Lockdown
5530,10725,11572,12510,12510,windowtonews,"Unlocking India: Is the healthcare system ready for COVID-19 surge? - Window To News https://www.windowtonews.com/news.php?id=342914&amp;cat_id #COVID19,#NewDelhi,#lockdown,#healthcare",2020-05-31 16:59:02+00:00,#COVID19 #NewDelhi #lockdown #healthcare
5536,10737,11584,12524,12524,NewscheckerIn,"With 65,168 confirmed cases, Maharashtra remains the most affected state of the COVID19 outbreak. The death toll due to Covid-19 has crossed the 5,000 mark in India. The Maharashtra government has extended the lockdown till June 30. #COVID19 #coronavirusFacts",2020-05-31 16:54:27+00:00,#COVID19 #coronavirusFacts
5564,10792,11644,12587,12587,ABPNews,"फिलहाल सील रहेगा दिल्ली-नोएडा बॉर्डर, प्रशासन ने जारी किए आदेश #COVID19 #Lockdown #Unlock1",2020-05-31 16:36:02+00:00,#COVID19 #Lockdown #Unlock1
5605,10870,11728,12678,12678,pennewstweet,"Aid amid lockdown: 31,000 animals benefited in Himachal's Hamirpur #Hamirpur #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #StayHomeStaySafe",2020-05-31 16:13:13+00:00,#Hamirpur #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #StayHomeStaySafe
5630,10917,11779,12733,12733,GoNews_India,"#Agra, the #TajCity of India, is one of the worst #COVID19 hit cities. Due to #Lockdown, the city’s #tourism incurred heavy losses as the jewel in its crown, #TajMahal was shut. The #Yamuna, earlier at its dirtiest, is now clean and the beauty of the Taj City keeps on increasing",2020-05-31 16:00:01+00:00,#Agra #TajCity #COVID19 #Lockdown #tourism #TajMahal #Yamuna
5655,10964,11832,12793,12793,Mango_News,"The Royal palace said that the prince has tested positive for coronavirus after attending a party during the lockdown in Spain, He traveled from Belgium to Spain for an internship on 26 May. #Belgium #BelgiumPrince #Joachim #Coronavirus #Covid19 #MangoNews",2020-05-31 15:45:00+00:00,#Belgium #BelgiumPrince #Joachim #Coronavirus #Covid19 #MangoNews
5656,10965,11833,12794,12794,eenadulivenews,మహారాష్ట్రలో జూన్‌30 వరకు లాక్‌డౌన్‌ #Maharastra #Lockdown #Coronavirus #Covid19 #Mumbai,2020-05-31 15:45:00+00:00,#Maharastra #Lockdown #Coronavirus #Covid19 #Mumbai
5687,11024,11899,12867,12867,SkyNewsThomas,The virus that causes #COVID19 is 1000th of the width of a human hair. Yet it resulted in one third of the world population - 2.6 billion people - living under #lockdown . This week we tell the story of the #coronavirus in a stunning new documentary. Here’s the trailer ,2020-05-31 15:29:28+00:00,#COVID19 #lockdown #coronavirus
5801,11243,12134,13116,13116,publictvnews,"ಸೋಮವಾರದಿಂದ ಹೊಸ ದುನಿಯಾ, ಹೊಸ ಲೈಫ್-ಮೂರು ದಾರಿ, ಮೂರು ಅಪಾಯ https://tinyurl.com/ybbdfxzs #CoronaVirus #COVID19 #LockDown5pointO #Lockdown #CoronaLockdown",2020-05-31 14:26:45+00:00,#CoronaVirus #COVID19 #LockDown5pointO #Lockdown #CoronaLockdown
